TCGA-19-1389,TCGA-19-1787,TCGA-19-0957,TCGA-19-1390,TCGA-19-2629,TCGA-32-2632,TCGA-06-2558,TCGA-16-1045,TCGA-32-1982,TCGA-14-1034,TCGA-28-2513,TCGA-12-0821,TCGA-14-2554,TCGA-14-0789,TCGA-16-0846,TCGA-32-1970,TCGA-06-2563,TCGA-14-0817,TCGA-14-0790,TCGA-19-2620,TCGA-12-1597,TCGA-12-3652,TCGA-06-0125,TCGA-28-2509,TCGA-32-2638,TCGA-06-2562,TCGA-14-0736,TCGA-06-2567,TCGA-06-2559,TCGA-02-2485,TCGA-27-2521,TCGA-02-2486,TCGA-19-2625,TCGA-28-2514,TCGA-27-1834,TCGA-41-2571,TCGA-19-2619,TCGA-14-1823,TCGA-14-1825,TCGA-27-2523,TCGA-27-1831,TCGA-14-1829,TCGA-27-2524,TCGA-12-3650,TCGA-06-0878,TCGA-32-2634,TCGA-27-2528,TCGA-27-2526,TCGA-28-1753,TCGA-27-1830,TCGA-28-1747,TCGA-14-0787,TCGA-27-1832,TCGA-06-0129,TCGA-19-2624,TCGA-27-2519,TCGA-27-1837,TCGA-06-0882,TCGA-06-2561,TCGA-06-2569,TCGA-06-0130,TCGA-12-3653,TCGA-06-0141
TFB2M,264.5682,190.3531,164.6674,132.2886,242.6639,206.1343,252.0202,255.4517,267.0046,138.8260,205.2812,314.1336,283.9923,184.4599,171.3467,187.0715,267.6106,470.5882,202.7304,163.9194,261.6633,272.4936,201.2630,299.0982,128.1447,334.0797,385.5693,218.8928,231.3746,138.0952,290.3403,296.9512,264.2772,170.4690,202.7701,253.1877,93.0233,367.5919,306.0201,226.9420,443.1607,700.3465,337.7751,226.8836,223.6437,318.0393,246.5493,257.3034,192.9260,202.6042,176.3772,241.6546,201.8742,231.1591,151.0057,262.1098,199.7650,195.7057,232.1127,563.5398,445.5905,208.1218,455.8522
PPM1K,160.0698,380.2756,799.8909,456.2939,337.5650,375.7944,558.5859,544.5483,299.1128,530.5568,227.3609,364.2815,503.8573,177.5111,1753.5817,1023.5064,460.6490,384.4082,447.0990,630.0366,528.0595,419.6658,253.4121,184.8697,362.8145,360.5016,829.7632,826.2671,512.0672,377.1429,365.2385,737.8049,370.8076,417.4187,1216.6205,265.5526,391.6113,308.3271,451.5050,166.7650,907.7780,539.8504,179.0687,418.6644,377.3325,517.9063,286.0543,500.5618,276.5273,400.0000,853.5483,256.1684,412.7809,1294.2437,257.8649,703.4446,428.9072,528.9217,710.4225,150.5605,260.4435,419.8695,838.8090
ATP5G2,3533.6169,4420.7580,2428.0262,2752.8239,7521.3319,4350.3730,3756.0606,3178.1931,4459.6536,2390.2218,3493.9579,3498.5216,5767.5988,2822.4889,4222.3496,2879.0402,3864.0708,6545.7123,5441.6382,3766.4835,6146.0446,8001.9280,2558.9733,3547.5952,2775.1572,2905.0605,7789.1770,3693.9751,2665.7922,3308.0952,6043.3968,5139.6341,5034.5840,2634.8980,2816.6205,3043.5512,3269.9336,8338.3346,4678.9298,3945.3294,9596.0388,7726.4271,7572.3911,5468.3219,2760.0388,3262.0880,3979.5336,6591.5730,3040.7288,3060.4167,4301.9421,4121.9158,5132.6634,3976.6781,3173.5946,4270.7212,3658.0494,2953.4202,4047.8873,6947.9646,3931.4079,4225.5257,4905.0308
MSRB3,1191.7652,245.0474,677.7535,124.1478,430.3850,158.6074,365.1515,287.8505,517.1103,557.1148,568.7006,292.8445,871.2633,802.2742,283.0946,173.3595,226.5487,181.9986,304.4369,469.7802,159.5673,89.3316,253.8195,546.5932,356.9182,807.8818,556.9335,255.4458,385.6243,437.6190,204.4278,1284.7561,407.6835,580.0554,281.9945,98.9198,182.3090,1393.0983,172.2408,82.9892,190.6334,844.0635,449.1690,143.8356,327.5161,284.2215,495.0024,260.6742,337.6206,261.9792,82.0813,705.3701,454.3299,79.5253,107.6844,89.8816,283.1962,791.7400,510.9859,438.4661,543.5792,50.0363,675.5647
NIPSNAP3B,39.9208,70.6632,50.8124,16.7213,19.9834,40.9450,46.1414,45.5202,21.9856,11.4984,29.9090,26.4979,40.5931,22.2489,17.1977,39.2116,48.7835,17.0829,33.4949,59.6795,14.8749,16.1054,29.3909,22.5752,32.6769,43.5468,101.4656,45.2152,114.4491,31.9476,5.7363,16.4695,35.3496,46.0911,93.8061,17.7172,22.4502,36.8042,18.4114,4.7316,28.0586,22.6299,17.3679,6.8493,37.2245,96.2059,27.6154,6.7472,32.2079,35.0260,24.4436,10.1887,42.4839,33.8415,63.1377,28.5361,27.0975,53.0893,47.4648,47.2873,36.6323,5.0761,33.9066
NTHL1,162.4860,169.6813,217.5573,416.8108,359.2092,411.7159,415.1515,227.4143,366.7089,190.7349,306.1316,288.1135,308.5824,178.7745,375.9312,405.9745,433.2743,712.1191,524.9147,244.5055,531.4402,914.5244,321.0430,303.6072,253.9308,225.2575,569.3348,331.9520,267.0514,399.5238,435.2902,178.6585,301.6653,240.0388,239.3352,539.9374,276.9934,295.5739,369.5652,444.8378,613.1628,485.1359,457.5535,610.4452,166.4079,276.6220,383.1509,1125.2809,289.3891,219.2708,339.5627,439.7678,363.1026,269.4796,441.0521,471.4747,307.8731,160.9762,233.2394,446.9617,192.3672,496.0116,289.0144
MARCH5,602.8290,1023.2558,920.9378,977.7145,795.0052,536.6123,947.4747,625.5452,748.6270,746.6425,649.8583,826.9663,826.9045,539.4820,987.3926,543.0950,1061.0029,826.0808,700.3413,588.8278,807.9784,659.3830,565.0845,810.1202,693.0031,678.4595,901.9166,606.5243,709.8636,766.6667,986.4523,775.0000,562.8696,836.2196,746.8144,596.4630,718.0233,735.9340,904.6823,536.0865,989.4780,1220.4997,703.6982,773.9726,643.3731,864.0638,701.0947,613.4831,668.8103,659.8958,690.3628,589.2598,505.3630,864.0653,717.0707,582.8848,641.5981,724.6275,616.3380,980.2950,645.1779,678.7527,952.2587
SFXN4,216.2453,396.6408,266.0851,518.9783,249.7399,247.0296,271.2121,336.4486,351.4998,212.4642,241.6828,356.2389,288.3317,201.5161,371.9198,197.8452,488.9676,535.7902,330.3754,207.8755,300.8790,365.6812,266.8568,238.4770,181.6038,239.5880,642.6156,167.4636,167.8909,166.1905,488.1595,350.6098,249.4245,168.6261,273.1302,296.1707,227.9900,369.0923,222.4080,287.1190,497.6274,441.3642,369.5164,247.4315,268.1605,262.9429,269.8715,561.2360,203.6442,221.3542,243.3126,338.8970,282.7142,306.5639,242.1867,301.3994,198.5899,328.0535,294.0845,304.8968,268.6952,274.8368,428.1314
OGG1,413.1614,445.3359,419.8473,706.6246,628.5120,733.9044,622.2222,323.9875,525.5598,487.8708,766.8208,665.6416,730.9547,433.4555,641.2607,387.8550,617.3451,801.7803,694.8805,438.6447,911.4266,888.8175,535.7507,943.3868,660.3774,485.3068,626.9560,668.5793,613.3263,347.1333,1177.6627,540.2439,588.5137,615.9921,765.0970,910.2980,453.4884,715.6789,1602.0067,844.0511,803.7962,914.8276,994.1608,992.2945,239.5425,659.2875,660.6378,1076.4045,521.9721,444.2708,773.9099,842.5254,518.4600,583.4604,783.2532,783.1001,840.1880,514.3729,361.1268,355.3982,424.9613,683.8289,396.3039
QTRT1,396.2483,392.3342,416.0305,1094.9425,1224.1415,753.7994,530.3030,627.4143,1265.7372,662.7433,1207.8174,571.9692,770.0096,721.4150,601.1461,1427.5220,1444.2478,1368.1077,1197.2696,1185.8974,797.1602,1455.0129,1426.3557,684.3687,1049.9214,838.7819,600.9019,673.2547,545.1207,1216.6667,608.8776,651.2195,991.0397,1085.0122,677.5623,952.1034,702.6578,804.2011,749.1639,1231.0718,567.7739,550.0638,1479.8623,1154.9658,576.5980,683.1956,826.7492,849.4382,919.6141,675.0000,850.6168,1174.8911,857.6267,752.8122,1015.3687,721.7438,685.0764,450.0763,741.4085,355.3982,595.6679,1118.9268,964.5791
AIFM2,439.7390,414.7287,241.5485,227.1293,52.0291,184.5814,83.3333,224.2991,111.5336,217.2929,199.9105,280.0710,144.1659,273.5313,204.0115,167.4829,114.6903,117.3636,131.7406,143.7729,69.6416,169.6658,254.6343,365.7315,139.9371,335.8710,164.5998,114.3343,90.7660,90.0000,70.0518,297.5610,331.8831,196.2697,229.3629,147.7909,171.5116,163.5409,122.0736,148.2793,233.5465,151.7417,373.1097,82.1918,362.4936,240.5244,312.7082,297.1910,174.7053,185.4167,119.2134,181.4224,385.6836,119.9061,120.4745,275.0269,205.6404,339.7865,346.4789,107.6106,230.0155,265.4097,389.6304
PRDX2,3156.0938,5509.4746,4635.7688,7082.9348,8551.9251,8820.6687,5001.0101,4616.8224,8327.8411,5448.0157,7618.0815,7016.9131,8476.3742,5566.0139,5222.3496,5269.3438,8486.6077,15812.3317,7720.1365,5899.2674,14467.8837,20952.4422,5184.3553,6160.3206,5529.8742,3958.3520,20275.0846,4823.7169,4669.4648,6611.9048,9148.5846,3914.6341,6360.0675,7604.7607,3534.0720,7599.7515,5986.2957,5218.3046,8782.6087,5771.8781,9659.5832,16131.3150,15237.6104,16010.2740,3609.0369,5077.6100,8219.8953,10407.8652,4645.2304,3156.2500,4173.9343,6201.0160,6715.5922,4036.8371,5902.0113,3050.5920,5117.5088,5725.2141,4700.2817,4189.2625,2010.3146,4711.3851,6949.1786
FBXL4,216.8493,186.4772,168.4842,207.1843,117.3777,154.1862,248.4848,170.0935,202.7883,231.1755,182.0081,237.9657,210.2218,275.4264,103.1519,170.4212,176.0472,183.1325,178.1570,158.4249,122.3800,212.7249,222.0411,141.7836,211.4780,203.7618,294.2503,237.5943,191.5005,165.2381,191.6511,262.1951,178.7457,174.6156,244.3213,127.7714,70.5980,206.3016,130.4348,140.4130,181.5556,447.2004,92.2294,140.4110,220.4639,192.6475,187.0538,167.9775,109.3248,223.9583,148.5282,174.8911,119.2277,285.1374,92.8314,126.4801,101.0576,194.7671,146.4789,320.0000,217.1222,153.0094,174.5380
GPAM,445.7794,432.8165,658.6696,369.1869,259.7294,935.6176,615.1515,709.0343,331.2210,752.0748,321.0503,578.5925,874.1562,344.9147,703.1519,447.1107,787.7286,294.2594,875.0853,743.5897,453.6849,465.2956,477.4903,1039.0782,339.6226,755.0381,750.8455,337.4774,323.7146,500.0000,592.1357,214.6341,330.8587,529.8361,396.6759,293.8154,624.5847,522.8807,301.0033,266.2734,985.3518,385.9201,464.1413,217.4658,323.2764,527.7857,413.6126,743.8202,299.0354,435.4167,363.9917,600.1451,271.8754,469.7351,288.3961,431.1087,343.1257,760.2957,732.3944,471.9764,309.4379,414.0682,842.4025
ATP5S,53.1553,107.2351,134.1330,114.3788,91.5713,153.0810,208.0808,80.3738,209.5480,106.2321,174.8471,77.5872,182.7387,101.7056,148.4241,127.8159,178.4071,243.2318,217.0648,192.3077,187.9648,330.9769,154.4103,102.7054,180.0314,199.2835,213.0778,213.3673,165.2676,155.7143,275.8013,176.8293,85.0194,210.0915,124.6537,182.5306,168.6047,225.8065,140.4682,182.8909,517.4335,405.6174,178.4698,226.0274,68.8950,99.9335,189.4336,192.6966,135.0482,127.0833,197.8747,153.8462,94.3886,165.2314,158.0196,81.8084,168.0376,187.7273,99.7183,94.8673,75.8123,130.5294,166.8378
USMG5,681.3538,828.5960,542.5300,427.8010,467.0135,491.8486,646.4646,596.2617,822.9827,298.7777,507.2356,978.8291,904.0501,389.1346,910.0287,349.6572,530.5015,1340.8930,572.0137,554.0293,789.7228,931.2339,250.5602,652.3046,392.6887,486.7891,2025.9301,391.0318,490.5561,396.1905,823.4387,1082.9268,702.1785,531.2183,432.6870,663.5872,323.0897,1112.5281,518.3946,443.2645,2494.7390,2637.9719,1315.1669,546.2329,531.0213,507.6470,570.6806,1223.5955,427.6527,464.5833,411.3839,624.8186,792.5934,317.6892,517.3801,556.5124,403.0552,727.4434,663.6620,772.1534,625.5802,359.6809,1167.8645
MAOA,413.7654,1012.9199,950.3817,236.4913,785.4318,597.4026,677.7778,1261.6822,444.4444,1251.8485,561.5396,652.3950,1494.6962,807.3279,881.9484,913.8100,220.8850,306.1658,657.3379,1925.8242,993.2387,274.4216,380.5256,731.9639,279.8742,358.7103,1177.0011,834.7678,588.6674,753.3333,659.1034,569.5122,1766.4578,1130.1635,939.0582,246.7108,1350.0831,789.9475,317.7258,119.1740,258.3041,693.7808,217.9967,412.6712,436.6882,728.4127,447.8820,1407.3034,244.3730,921.3542,494.4424,394.7750,1115.9535,473.4435,543.3729,970.3983,359.5770,689.8979,1780.2817,136.8732,365.1367,246.5555,1152.9774
RPS15A,4953.7081,5503.0146,3780.8070,4295.9194,5637.4610,5272.1746,7121.7172,6226.7913,11128.0101,4517.8814,7086.9760,6778.9474,11669.7203,4821.2255,4557.0201,4658.6680,8110.9145,20652.5868,5660.7509,7195.0549,15568.6275,15013.4961,4805.8668,8838.1764,5876.5723,4689.2073,18687.7114,6115.8219,5681.5320,7094.2857,12544.9939,6975.6098,6881.4517,4522.0360,4485.3186,10265.2877,4131.2292,15384.0960,6543.4783,6748.8692,29152.8781,30791.9022,12569.5463,7820.2055,3836.9203,7817.2319,8521.1804,12627.5281,4323.6870,5597.3958,5310.3701,6396.9521,4988.1450,6583.7076,4510.7788,5666.3079,5069.3302,3718.8783,4113.8028,22389.1445,8638.4734,3434.3727,10296.2012
PYCR1,320.7437,279.5004,560.5234,1734.4052,1637.4610,781.9840,1006.5657,560.1246,745.2471,444.8468,705.3558,812.7735,246.3838,370.1832,1114.6132,965.2302,968.4956,1475.8327,956.9966,401.0989,892.4949,2200.5141,933.3877,692.8858,697.7201,699.5074,905.2988,1015.4075,1203.5677,1127.1429,2181.2975,247.5610,509.0922,785.0789,688.6427,1552.6881,819.3522,340.5851,1712.3746,1173.2547,641.2214,786.4308,1151.6694,1274.8288,473.7855,571.4829,859.1147,1359.5506,826.3666,706.7708,1006.9623,777.9390,494.5241,1230.7882,1135.8432,758.8805,1095.1821,599.7888,754.9296,3303.8348,1183.0841,962.2915,638.0903
KRT5,0.6040,0.4307,1.6358,0.0000,14.1519,0.5526,45.9596,0.0000,0.0000,38.6298,1.1935,20.3430,2.4108,0.0000,147.8510,107.7375,0.4720,8.5046,55.9727,0.0000,172.4138,0.0000,2.8519,3.5070,0.3931,0.0000,29.3123,9.3508,34.1028,11.4286,87.2343,0.6098,4.6095,11.0574,54.8476,6.4769,0.4153,0.0000,0.0000,2.3599,0.0000,2.9181,6.5878,0.0000,0.0000,3.4198,1.4279,1.6854,9.6463,7.8125,57.6524,0.7257,0.4516,461.4941,0.4126,8.6114,1.1751,1.8773,1.1268,0.0000,12.3775,0.7252,0.5133
RPL10A,3119.8515,3554.2636,3264.9945,4433.9066,5833.0905,5464.4930,5812.1212,4104.6729,7220.9548,3339.0675,4073.9967,5501.1236,7851.9769,5331.0171,3717.4785,3804.1136,7119.2920,12460.3827,4331.7406,5653.8462,11455.7133,10715.9383,4002.0371,6153.8076,4688.6792,5266.4577,11978.5795,3683.7743,4624.3442,5909.0476,8206.6307,8460.3659,4028.1793,3336.1246,4096.9529,6534.5969,3901.9934,14201.8005,6692.3077,6423.5988,18394.8834,19684.8441,10298.5477,8636.1301,3340.8765,4991.7355,7198.0010,9332.5843,4157.5563,4482.8125,4892.1461,3933.9623,3444.5072,3887.2636,2988.3445,4290.6351,4602.8202,3735.7738,2930.1408,13457.4631,5689.0150,4290.0653,6229.4661
TMLHE,122.6195,155.4694,209.9237,187.6463,194.3809,190.1078,174.7475,307.1651,131.8124,184.6990,203.4910,256.4163,344.2623,251.4214,108.3095,123.8981,248.2596,235.2941,169.2833,139.1941,217.7147,250.6427,117.7429,312.1242,147.7987,153.1572,317.9256,171.7140,207.2403,224.2857,218.5263,315.2439,136.7481,236.8137,232.6870,141.9029,191.0299,267.8170,173.9130,207.6696,301.2172,326.0989,256.3258,170.3767,200.3254,184.6680,277.0109,194.9438,124.3301,168.7500,211.5549,140.7837,124.6472,276.8965,145.2295,189.4510,126.9095,164.7307,224.7887,216.1652,160.9077,213.1980,173.5113
TOMM20,4286.8512,2762.7046,4414.9400,4780.7062,5472.2164,3632.4952,4230.8081,4089.7196,5644.2755,2212.7660,4019.6927,5207.8060,4415.1398,4977.2584,3446.4183,4504.4074,4532.3894,3843.5152,3800.0000,6013.7363,4469.2360,6188.9460,3984.1108,4936.3727,4249.6069,4985.6695,7158.9628,3017.3202,4529.9056,4273.3333,5567.1329,4729.8780,6249.9520,5883.0237,4465.3740,4536.7696,4522.0100,8173.2933,7076.9231,4057.4238,7272.1271,10974.2842,3746.0698,4697.7740,4699.6974,5902.5363,6188.9576,3521.9101,3982.8510,4789.5833,4086.4786,3591.4369,3583.6062,4759.9819,2647.1377,4177.6103,4223.2667,3672.8851,5376.9014,9004.3658,4290.3559,4937.6360,5726.8994
RPS14,9146.9335,7624.8923,6692.4755,5872.3924,7587.5130,12911.3015,11544.9495,9583.8006,19542.0363,7763.9958,12928.5395,8564.8729,24238.6692,9247.6311,8331.2321,6136.6308,12883.0678,27872.4309,9144.0273,10942.3077,21615.9567,25486.5039,7973.5180,14771.0421,9437.8931,6573.2199,29105.9752,8365.5297,7864.1133,9100.0000,19102.5443,15854.8780,12548.5597,6029.5349,6763.9889,15052.3009,6809.8007,42639.1598,11635.4515,10772.0747,60775.7376,48609.8851,30109.8967,16148.9726,6893.7374,11882.5876,11524.0362,25423.5955,6933.5477,7476.5625,9359.2280,7597.2424,10985.6611,10053.5663,7527.5915,10366.5231,8078.7309,8431.7728,5972.9577,14795.0442,12191.8515,8104.4235,14761.2936
SCCPDH,1906.3410,1893.1955,1621.5921,1122.6213,1536.3163,1533.5728,1230.8081,1573.2087,1095.0570,1060.5100,1466.8059,2093.4358,1990.3568,1257.1068,1234.3840,1442.2135,1446.1357,2422.1120,1419.1126,1563.1868,1513.8607,2303.9846,1353.0251,2484.4689,711.8711,1600.5374,2096.9560,1632.9827,1308.4995,774.7619,1634.9818,2877.4390,2800.5193,1682.5752,1777.8393,1536.2014,963.4551,2349.5874,1444.8161,910.5211,2205.9006,2776.5822,2144.0335,1880.9932,1576.1051,2043.1272,2304.6168,2368.5393,1345.1233,1330.7292,1596.1891,1798.9840,1832.2231,960.4846,1186.5910,1675.9957,1467.6851,1552.5050,1635.4930,1346.5487,1094.3785,1797.6795,1693.5318
C15orf48,59.1956,15.9345,48.5278,17.9098,3.3299,31.5004,35.3535,55.4517,5.0697,25.3508,80.5609,29.3318,100.2893,89.0714,12.6074,2.9383,9.4395,115.6627,6.1433,18.3150,5.4091,20.5656,20.7782,70.1403,27.9088,25.5262,100.3382,31.8776,70.8290,35.2381,21.5883,304.2683,33.8029,9.2145,7.7562,51.2263,8.7209,181.5454,3.3445,20.4523,78.3990,190.4067,192.2443,14.5548,128.2507,49.3968,2.8558,35.3933,103.9657,23.4375,5.3744,32.6560,343.6830,5.7687,5.3636,30.1399,5.8754,30.5057,15.2113,1.4159,80.4538,10.8774,164.2710
BNIP3L,5226.7329,2101.2059,6098.6914,4208.4054,3390.2185,2201.1605,5234.3434,5271.0280,4844.9514,3910.0649,3115.0231,5742.4009,6434.9084,5357.5490,2049.2837,2252.6934,2690.2655,2753.7916,1587.7133,4745.4212,7869.5064,8589.9743,2681.1978,5112.7255,4039.7013,4553.5155,4698.9853,3887.7909,6147.4292,2820.9524,3093.2922,4041.4634,4356.4772,3926.7766,4249.8615,5691.4231,4565.1993,5276.0690,5446.4883,3466.2734,6818.2381,9451.0305,3249.5883,3896.4041,5213.7599,4116.2724,3703.9505,4090.4494,3155.4126,5542.1875,2809.8204,3275.0363,4650.3331,2522.5596,2772.5632,4393.9720,2461.8096,3477.6487,2833.2394,3715.3982,2993.2955,2642.4946,3931.7248
RARS,1223.1751,874.6770,669.5747,684.2373,765.4527,824.5372,902.0202,631.7757,674.2712,976.6108,800.8354,1091.8983,916.1041,775.1105,774.7851,771.7924,976.5192,823.2459,969.9659,514.6520,589.5876,809.1260,1037.6859,1068.1363,803.4591,1039.4089,854.5660,728.5092,950.6821,973.3333,782.9056,1222.5610,929.0677,680.4939,768.4211,746.6092,454.3189,1297.8245,812.7090,984.4641,877.2437,979.0261,1328.9415,685.7877,934.8518,1007.3145,1195.1452,956.7416,883.1726,1037.5000,687.9199,1039.1872,1071.6947,838.1062,992.2641,1078.5791,775.5582,771.0900,918.8732,879.2920,1867.4575,649.0210,1007.1869
KIF1B,2608.2321,5066.7528,8477.0992,6198.8399,4226.0146,2792.4841,5956.5657,6483.4891,3048.5847,5656.2547,2621.5128,4967.4749,3471.0704,4083.3860,5634.9570,8422.1352,5748.2006,2440.8221,5232.7645,4066.8498,4738.3367,1194.0874,7812.9965,4819.1383,5382.4686,2777.8773,2105.9752,6667.5167,6389.2970,4872.3810,3874.8761,2635.9756,4690.9211,8702.2125,5446.5374,6038.2313,6277.8239,2850.7127,4202.3411,5100.0983,2732.4118,1181.8348,1209.7619,3557.3630,2683.7244,3545.5495,5972.3941,2361.7978,4971.0611,6266.1458,5788.2008,4754.7170,2366.9414,7894.0212,6620.3198,5977.3950,6062.2797,6101.1381,5610.1408,2783.7168,1909.2316,5812.9079,2840.8624
SIRT4,10.8727,22.3945,24.5365,24.4225,31.2175,30.3951,50.5051,18.6916,10.1394,41.6478,12.5317,23.6546,42.9122,24.6368,30.3725,40.1567,25.9587,49.8937,23.2082,20.1465,72.3462,62.3393,19.5559,27.5551,25.1572,30.9001,65.3890,26.3521,34.6275,44.2857,74.4575,28.6585,35.3394,17.5076,22.7147,78.3115,26.5781,27.0068,21.7391,37.7581,47.8647,45.2307,55.0981,33.3904,16.9588,24.3184,32.3655,72.4719,12.8617,16.1458,47.3922,35.5588,40.1942,60.5711,27.2305,30.1399,11.7509,38.9534,25.3521,33.0383,26.3022,28.2814,29.7741
NME3,601.6209,453.4884,365.3217,232.0138,437.8772,973.7497,654.5455,547.6636,1049.4297,398.3703,898.7021,668.0071,626.3259,526.2160,660.1719,811.9491,942.5369,1466.7612,861.4334,632.7839,663.2860,2388.8175,512.1206,1004.0080,613.9937,532.9154,1071.0259,739.9851,417.6285,555.2381,383.3021,518.2927,1068.3766,565.3121,516.3435,911.4756,628.3223,589.6474,290.9699,806.2930,1600.9903,865.9493,983.3807,1193.4932,531.0213,446.4710,599.2385,1408.4270,465.1661,385.9375,640.0391,1122.6415,1036.4683,327.9904,607.3234,1199.6771,741.4806,637.8036,647.3239,259.5870,676.1217,1300.2175,788.5010
DHX30,1699.1563,2496.1240,2253.5442,3252.2642,3467.6046,2915.1699,1883.8384,1836.1371,1644.2755,1862.6830,2046.2479,2541.9279,1531.3404,1754.2641,2205.1576,2811.9491,2174.8673,2104.0397,1781.5700,2211.5385,2083.1643,2115.6812,2557.7511,2290.5812,2326.2579,1804.7470,1411.4994,2550.6322,1730.8499,2673.8095,3696.4423,1355.4878,1671.1951,2598.9613,2525.2078,3398.6028,3002.9070,1003.0008,3433.1104,2811.0128,958.9437,854.2769,2251.8341,2653.2534,1013.2861,3013.5841,1927.1775,2671.9101,2321.5434,2139.0625,2063.2710,2347.6052,1845.7717,2594.6681,2612.8932,2021.5285,2283.1962,1889.9449,2174.0845,2405.6637,1267.1480,1939.0863,1443.5318
FASTK,1141.6301,1403.1008,1149.9455,1472.2703,1230.8012,2181.2655,1356.0606,1257.9439,1571.6096,1426.8900,1842.7570,1435.3637,1228.0617,1013.2660,1438.9685,2455.9256,1733.5693,1794.4720,1489.4198,1504.5788,1324.5436,1773.1362,1593.8073,2432.3647,1269.2610,1329.6014,1960.5411,2152.7999,1188.8772,1282.3810,1348.1661,1680.4878,1770.0429,961.9981,1424.9307,2820.9816,1931.4784,1480.1200,1000.0000,1717.6008,1554.7762,958.5993,1892.4989,2289.3836,1225.2707,1083.6896,10494.5264,2752.8090,1483.3869,1648.4375,1477.4643,2185.0508,2147.4540,1016.1111,2066.6323,1851.9914,1477.0858,1523.8766,1640.0000,1511.7404,2051.0572,2329.2241,1799.7947
CYP24A1,13.2888,0.0000,4.9073,0.0000,1.2487,3.3158,14.1414,2.4922,0.0000,3.6215,10.7415,0.4731,2.4108,1.8951,16.0458,9.3046,2.8319,3.4018,7.5085,0.9158,2.7045,0.6427,1.2222,0.5010,0.3931,0.0000,1.1274,13.6011,2.6233,2.3810,0.4406,4.2683,3.0730,2.3036,7.2022,11.1874,0.8306,2.2506,1.6722,0.7866,6.6020,1.4591,1.1978,4.2808,1.0599,20.5187,2.8558,1.1236,1.0718,11.4583,4.8858,2.1771,4.9678,2.4723,10.7272,4.8439,1.1751,2.8159,2.2535,1.8879,25.2708,0.7252,6.1602
PANK2,950.7544,680.4479,388.7677,350.8701,487.8252,526.1122,414.6465,428.6604,397.1272,599.9698,603.3119,543.1106,655.2555,513.5818,621.7765,469.6376,447.4336,483.6286,356.9966,401.0989,537.5254,446.6581,580.5663,701.9038,527.5157,541.8719,612.1759,703.8572,413.4313,439.5238,406.2121,607.3171,636.6213,416.4973,552.9086,444.5504,289.8671,758.4396,374.5819,447.9843,347.4314,418.7489,527.6239,330.4795,514.0625,645.5780,572.1085,553.3708,505.8950,513.0208,451.9360,722.0610,691.4305,426.8820,353.9969,791.7115,410.1058,698.3457,521.1268,825.0147,936.5652,366.2074,538.5010
CA5A,0.6040,6.4599,1.6358,2.4423,6.6597,3.8685,37.8788,3.7383,18.5889,1.8108,9.5480,9.4619,5.3038,3.1586,11.4613,11.2635,6.1357,25.5138,2.0478,7.3260,2.7045,3.2134,2.0371,1.0020,0.7862,8.0609,22.5479,7.2256,4.7219,3.8095,4.4058,3.6585,0.0000,2.7644,0.0000,0.5888,3.7375,8.2521,3.3445,5.1131,48.6899,21.1563,5.9889,12.8425,0.0000,1.5199,1.9039,6.7416,0.0000,4.6875,0.9772,3.6284,3.1613,0.8241,2.4755,4.3057,7.0505,7.5091,1.6901,0.0000,2.0629,4.3510,7.1869
ACYP2,248.2592,173.9879,578.5169,125.3689,614.3600,552.6389,704.5455,381.3084,716.5188,659.7254,651.6485,1124.0686,1287.3674,391.0297,681.3754,648.3839,590.9145,1563.7137,1241.6382,886.4469,771.4672,2079.0488,347.5250,293.5872,628.1447,381.9973,2062.0068,441.1858,305.3515,505.7143,738.4073,537.8049,575.6737,816.8691,695.8449,446.9057,375.8306,792.9482,822.7425,542.7729,2171.2399,3429.5094,670.1602,850.1712,467.4259,502.3273,749.6430,1310.1124,303.3226,493.2292,578.9667,550.7983,399.2322,397.6266,391.1294,505.9203,445.3584,965.8571,575.2113,101.4749,184.6313,563.4518,855.2361
COMTD1,45.9068,150.3015,23.9913,26.4577,33.2986,131.5280,31.3131,56.0748,59.1466,21.1257,68.0292,29.3318,43.3944,58.7492,62.4642,34.2801,44.3658,111.1269,10.9215,39.3773,75.0507,139.4602,46.0379,71.1423,27.9088,55.5307,72.1533,56.9546,28.8562,20.0000,80.6256,59.7561,69.6545,38.7011,51.5235,70.6570,50.6645,51.0128,11.7057,39.7247,253.3526,55.4441,71.8670,66.7808,24.3782,78.6549,37.6011,108.4270,48.2315,47.9167,40.5521,65.3120,46.5169,30.4916,35.0696,39.2896,49.3537,66.6432,33.2394,32.0944,45.3842,76.1421,75.9754
CPT1C,521.8880,1103.3592,902.3991,1455.5816,585.2237,1474.4405,995.4545,826.1682,961.5547,1242.1910,870.0582,752.6907,422.3722,927.9848,1421.7765,1078.8443,1066.6667,837.9872,914.6758,851.6484,1846.5179,2269.2802,1415.7670,1122.2445,1297.1698,1330.4971,966.1781,1013.2823,1390.3463,1451.4286,1042.4056,585.3659,976.1869,2149.7524,427.7008,2062.5962,1569.3522,706.6767,1065.2174,1729.4002,271.5081,694.5103,1841.5931,1863.8699,485.4446,1165.0043,863.3984,854.4944,1052.5188,774.4792,1096.8609,1047.8955,1362.5381,1507.2727,2143.7855,427.8794,1612.2209,563.1820,916.0563,796.2242,682.3105,961.5664,1191.9918
